2018-12-29 11:58:05[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: oracle.jdbc.driver.OracleDriver
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035959db4ac44efea5dabceed2f2861e
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0359ad50cc364a1c98e66480022936a5
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0359a6d94db84c25b1b61b6ceb9379be
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035981d802db47d084ea00f958e8e996
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0370a078d33c446e92d4e1690bf0a879
2019-01-01 16:26:29[platform] ERROR [pool-198-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037cfa213d3943258b08260d5fbf54d2
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0370682f1fc347e8af2eec2360a16584
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0370d3047a414f27b7bb6d647a0bda5e
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0359bfe1ea57443c897a93afa4aabcbc
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0359b2c21e524b59b71322283c123cf7
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035a08ff2bf0468a8e83b9ea5b5fee5d
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03710e99e29449aebede987cf53a2515
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0371290cc80f4200979b07924bfbee21
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035a1523a14e48db9290b0462b93ce6b
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037137ede232438fa87fe6d085c006dc
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0371259ca01f4c6e81c7bbf3de76ed17
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0371271221ef4c35895d430dcc0a21f0
2019-01-01 16:26:29[platform] ERROR [pool-199-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0379804fd4bc4ec8a9c5fd08e2567bc9
2019-01-01 16:26:29[platform] ERROR [pool-198-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037cfd3f62844a57aa89fd9a84a7d852
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035a36f716b1444d8e47cf30828dd248
2019-01-01 16:26:29[platform] ERROR [pool-201-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:036b299c099c417686363f56d494b53f
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035a53d6fe6846debf7e1af2089b4b26
2019-01-01 16:26:29[platform] ERROR [pool-202-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03673dd04ec148d88fbf331067d94f16
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03714dc624784138af4c7d087e925adc
2019-01-01 16:26:29[platform] ERROR [pool-198-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037d4f0d923b44f3b5bc15f23cb1c5c2
2019-01-01 16:26:29[platform] ERROR [pool-199-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037977255e2b41dc9914696841f3cbc1
2019-01-01 16:26:29[platform] ERROR [pool-198-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037ddc98198042e1a4f5ce5df80e2b8a
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0359d91a864b435fb5c60de4e2c56941
2019-01-01 16:26:29[platform] ERROR [pool-202-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:036741c78f814539a4de822cd0182e20
2019-01-01 16:26:29[platform] ERROR [pool-203-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0362f52c8865475280e9c6559abdde56
2019-01-01 16:26:29[platform] ERROR [pool-202-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0367774eb86d4817a0c9f8b5a3661687
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037156dc4d0c47f8b61b19c26b78a5f2
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035a562c5adc42b99129a90f6e14ea5a
2019-01-01 16:26:29[platform] ERROR [pool-198-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037dd1d67cf74c74b2cc040c8088ba53
2019-01-01 16:26:29[platform] ERROR [pool-201-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:036b976a252d4a8788f4458bca75b295
2019-01-01 16:26:29[platform] ERROR [pool-201-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:036b62206d6c439a88a1cdea06215072
2019-01-01 16:26:29[platform] ERROR [pool-199-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0379cf0815624d8eb258a31e0e7f9440
2019-01-01 16:26:29[platform] ERROR [pool-201-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:036b9f5c2fcb45e4868f66c7fc660285
2019-01-01 16:26:29[platform] ERROR [pool-201-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:036b3bec19ac4ac090b6e16f0f46b856
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035a6445a1f142fd91fbf52656a5995e
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0359ce5e21a64231ac98d21346dd7acc
2019-01-01 16:26:29[platform] ERROR [pool-201-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:036ba0439aac4113b17c07b2dc1e6071
2019-01-01 16:26:29[platform] ERROR [pool-198-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037d09d443a843b8a72b35899c3c474d
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037175e8c3dd41a49a238bc1134629d0
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037175942af0450b82e1612fa15ec31a
2019-01-01 16:26:29[platform] ERROR [pool-198-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:037dfca7db31483dbaecb633bc8f9e29
2019-01-01 16:26:29[platform] ERROR [pool-201-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:036c1cc4cb6b4c6685a67289f7b1b9d1
2019-01-01 16:26:29[platform] ERROR [pool-197-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03716df8ac6245e182a2785adaa35872
2019-01-01 16:26:29[platform] ERROR [pool-200-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035aa9071fe14521ad62f4c5016bcc07
2019-01-01 16:26:29[platform] ERROR [pool-201-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:036b0ae389544c0b8840f2b89a6813df
2019-01-01 16:26:29[platform] ERROR [pool-201-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:036c1fc748eb4f0fae0be2505cbe73eb
